Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
12516-TAM,Female,25,Yes,"Tamil Nadu",3,30,"Deal 3",Yes,No,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",101.4,3143.65,0,0,600.78,3744.43,Stayed,Others,Others
12520-HAR,Female,25,Yes,Haryana,1,27,"Deal 4",Yes,No,Yes,"Fiber Optic",No,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",90.05,1862.9,0,30,136.29,2029.19,Stayed,Others,Others
12528-JAM,Female,71,No,"Jammu & Kashmir",14,21,"Deal 5",Yes,No,Yes,"Fiber Optic",No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",95.75,573.75,0,0,287.4,861.15,Churned,Competitor,"Competitor made better offer"
12531-AND,Male,56,No,"Andhra Pradesh",1,12,None,No,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",62.5,4136.4,0,0,0,4136.4,Stayed,Others,Others
12536-KAR,Male,40,Yes,Karnataka,1,35,None,No,No,Yes,Cable,No,No,Yes,No,Yes,No,No,No,"One Year",Yes,"Credit Card",38.1,970.4,0,100,0,1070.4,Stayed,Others,Others
12541-WES,Female,37,Yes,"West Bengal",14,35,None,Yes,Yes,Yes,Cable,No,No,Yes,Yes,Yes,Yes,Yes,Yes,"One Year",No,"Credit Card",80.55,4847.05,0,0,966.6,5813.65,Stayed,Others,Others
12545-ASS,Female,38,Yes,Assam,13,33,"Deal 5",Yes,Yes,Yes,Cable,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",74.65,521.1,28.35,0,341.74,834.49,Churned,Competitor,"Competitor made better offer"
12584-AND,Female,64,No,"Andhra Pradesh",11,13,"Deal 4",Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",70.2,1046.5,0,0,322,1368.5,Stayed,Others,Others
12590-UTT,Female,36,Yes,"Uttar Pradesh",14,7,"Deal 1",Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",25.8,1911.5,0,0,1164.16,3075.66,Stayed,Others,Others
12592-AND,Female,52,Yes,"Andhra Pradesh",8,2,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Bank Withdrawal",19.3,1414.8,0,0,3294,4708.8,Stayed,Others,Others
12622-MAD,Female,34,No,"Madhya Pradesh",15,36,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",Yes,"Mailed Check",19.35,1033,29.5,0,894,1897.5,Stayed,Others,Others
12645-MAH,Female,23,Yes,Maharashtra,8,4,None,Yes,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",79.2,1742.75,0,0,288.42,2031.17,Churned,Dissatisfaction,"Product dissatisfaction"
12657-JAM,Male,46,No,"Jammu & Kashmir",7,33,None,Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",112.6,8126.65,0,0,1245.6,9372.25,Stayed,Others,Others
12660-KER,Female,58,No,Kerala,10,17,None,No,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",25.1,712.85,0,0,0,712.85,Churned,Competitor,"Competitor offered higher download speeds"
12678-UTT,Female,45,No,"Uttar Pradesh",11,2,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",Yes,"Bank Withdrawal",25,332.5,0,0,457.47,789.97,Stayed,Others,Others
12690-TAM,Female,54,No,"Tamil Nadu",10,35,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",94.2,1046.1,7.39,120,153,1311.71,Churned,Price,"Price too high"
12695-BIH,Female,39,Yes,Bihar,3,20,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Credit Card",19.15,501.35,0,0,544.86,1046.21,Stayed,Others,Others
12699-TEL,Female,23,Yes,Telangana,13,8,None,Yes,No,Yes,Cable,No,No,No,No,No,No,No,No,Month-to-Month,No,"Bank Withdrawal",44.8,559.2,37.49,90,80.34,692.05,Stayed,Others,Others
12728-AND,Female,28,Yes,"Andhra Pradesh",2,13,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",80.3,324.2,0,0,154.96,479.16,Stayed,Others,Others
12736-ASS,Female,62,No,Assam,10,3,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",69.35,69.35,0,0,22.03,91.38,Churned,Attitude,"Attitude of service provider"
12739-HAR,Male,57,Yes,Haryana,1,31,None,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Credit Card",88.65,5321.25,0,0,1194.38,6515.63,Stayed,Others,Others
12746-WES,Male,53,No,"West Bengal",7,17,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,"Credit Card",19.95,59.25,0,0,139.44,198.69,Stayed,Others,Others
12752-RAJ,Female,30,No,Rajasthan,4,17,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",20.5,1424.9,0,0,3291.88,4716.78,Stayed,Others,Others
12762-TAM,Female,39,No,"Tamil Nadu",11,18,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",Yes,"Credit Card",19.7,494.05,0,0,1111.2,1605.25,Stayed,Others,Others
12808-MAH,Male,70,Yes,Maharashtra,4,9,None,Yes,Yes,Yes,"Fiber Optic",Yes,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Credit Card",102.8,2660.2,0,0,912.5,3572.7,Churned,Price,"Price too high"
12814-JHA,Female,62,Yes,Jharkhand,13,10,None,Yes,No,Yes,Cable,No,Yes,No,Yes,No,No,No,Yes,"One Year",Yes,"Credit Card",54.15,2319.8,0,0,1891.8,4211.6,Churned,Attitude,"Attitude of service provider"
12836-JHA,Male,32,No,Jharkhand,6,11,"Deal 1",Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",110.05,7430.75,23.16,0,393.99,7801.58,Stayed,Others,Others
12842-TAM,Female,26,Yes,"Tamil Nadu",11,8,"Deal 5",Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",101.15,385.9,0,0,38.24,424.14,Churned,Competitor,"Competitor had better devices"
12852-KER,Female,39,Yes,Kerala,2,12,"Deal 1",Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,Yes,No,"One Year",Yes,"Credit Card",104.45,7459,0,130,1259.28,8848.28,Stayed,Others,Others
12853-HAR,Male,37,No,Haryana,11,18,"Deal 2",Yes,No,Yes,"Fiber Optic",No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",80,3168.75,41.74,0,1568.8,4695.81,Stayed,Others,Others
12882-PUN,Female,35,No,Punjab,10,13,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",25.4,1797.1,0,0,298.8,2095.9,Stayed,Others,Others
12927-JAM,Male,24,No,"Jammu & Kashmir",0,12,"Deal 4",Yes,No,Yes,DSL,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,"Credit Card",44,659.35,0,0,346.19,1005.54,Stayed,Others,Others
12929-MAH,Female,31,Yes,Maharashtra,1,29,None,No,No,Yes,Cable,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",31.2,926.2,0,0,0,926.2,Stayed,Others,Others
12929-RAJ,Female,30,Yes,Rajasthan,7,10,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",25.6,1334.5,0,0,1202.24,2536.74,Stayed,Others,Others
12955-MAH,Female,38,Yes,Maharashtra,6,36,"Deal 5",Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Credit Card",19.85,119.3,0,0,38.88,158.18,Stayed,Others,Others
12987-JAM,Male,30,No,"Jammu & Kashmir",11,3,None,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,"One Year",No,"Credit Card",44.6,681.4,0,0,221.34,902.74,Stayed,Others,Others
12999-BIH,Female,52,No,Bihar,5,34,"Deal 4",Yes,No,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",54.2,1152.7,0,0,599.28,1751.98,Churned,Attitude,"Attitude of service provider"
13005-HAR,Male,69,No,Haryana,2,14,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,"Credit Card",80.45,5224.35,0,140,3008.94,8373.29,Churned,Attitude,"Attitude of support person"
13006-WES,Female,36,No,"West Bengal",0,24,"Deal 2",Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,No,No,Yes,"One Year",No,"Bank Withdrawal",89.75,5769.6,18.72,0,3206.45,8957.33,Churned,Dissatisfaction,"Network reliability"
13022-MAD,Female,57,Yes,"Madhya Pradesh",1,20,"Deal 2",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",Yes,"Bank Withdrawal",19.6,1134.25,0,0,1326.96,2461.21,Stayed,Others,Others
13035-KAR,Female,80,Yes,Karnataka,2,33,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",-4,1614.7,0,0,65.11,1679.81,Stayed,Others,Others
13036-KAR,Female,69,Yes,Karnataka,3,4,None,Yes,Yes,Yes,Cable,No,Yes,No,No,No,No,No,No,"Two Year",No,"Credit Card",54.8,1291.3,0,110,207.84,1609.14,Stayed,Others,Others
13038-ODI,Female,18,No,Odisha,2,5,"Deal 2",Yes,No,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",96.1,4391.45,0,0,732.73,5124.18,Stayed,Others,Others
13038-WES,Male,57,Yes,"West Bengal",9,29,"Deal 4",Yes,No,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",69.65,921.4,0,0,518.14,1439.54,Stayed,Others,Others
13047-KER,Female,64,No,Kerala,3,12,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",20.05,91.45,0,0,167.92,259.37,Stayed,Others,Others
13055-UTT,Male,49,No,"Uttar Pradesh",15,33,"Deal 1",Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",106.5,7397,0,0,415.1,7812.1,Stayed,Others,Others
13072-TAM,Female,20,Yes,"Tamil Nadu",4,2,"Deal 1",No,No,Yes,DSL,No,No,No,Yes,No,Yes,Yes,Yes,"Two Year",Yes,"Mailed Check",40.05,2799.75,0,0,0,2799.75,Stayed,Others,Others
13079-JAM,Female,19,No,"Jammu & Kashmir",10,8,"Deal 5",Yes,No,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Credit Card",88.4,788.6,0,0,319.05,1107.65,Stayed,Others,Others
13086-KAR,Female,29,No,Karnataka,14,20,"Deal 5",Yes,No,Yes,DSL,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",45.1,45.1,0,0,11.06,56.16,Churned,Other,"Don't know"
13096-AND,Male,53,Yes,"Andhra Pradesh",8,32,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",83.35,2757.85,0,40,669.57,3467.42,Churned,Price,"Price too high"
13179-MAD,Male,80,Yes,"Madhya Pradesh",8,24,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",98.25,560.6,0,0,284.1,844.7,Churned,Attitude,"Attitude of support person"
13183-JAM,Female,70,No,"Jammu & Kashmir",5,24,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",89.5,2196.15,0,0,461.5,2657.65,Churned,Competitor,"Competitor had better devices"
13189-PUN,Female,60,No,Punjab,0,18,"Deal 4",Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Credit Card",19.7,260.9,0,0,439.8,700.7,Stayed,Others,Others
13194-UTT,Female,48,No,Uttarakhand,10,36,"Deal 1",Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"One Year",No,"Credit Card",115.65,7968.85,0,10,1201.9,9180.75,Churned,Dissatisfaction,"Product dissatisfaction"
13203-RAJ,Female,49,Yes,Rajasthan,10,20,None,Yes,Yes,Yes,"Fiber Optic",No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",95.05,1679.4,38.65,0,133.56,1774.31,Stayed,Others,Others
13207-MAD,Female,35,No,"Madhya Pradesh",8,4,None,Yes,No,Yes,Cable,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,"Credit Card",54.7,235.05,0,0,27.08,262.13,Stayed,Others,Others
13208-HAR,Female,60,Yes,Haryana,8,20,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,Yes,No,No,Yes,"One Year",Yes,"Bank Withdrawal",90.25,3838.75,0,0,540.94,4379.69,Stayed,Others,Others
13281-GUJ,Female,25,No,Gujarat,8,2,None,Yes,Yes,Yes,"Fiber Optic",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",107.7,7919.8,0,0,3019.68,10939.48,Stayed,Others,Others
13300-KAR,Female,52,No,Karnataka,2,11,"Deal 1",No,No,Yes,Cable,No,Yes,Yes,No,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",54.2,3937.45,0,0,0,3937.45,Churned,Competitor,"Competitor offered more data"
13304-KER,Female,33,No,Kerala,5,25,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",Yes,"Credit Card",24.25,1732.95,0,0,582.91,2315.86,Stayed,Others,Others
13305-RAJ,Female,26,Yes,Rajasthan,14,26,"Deal 2",No,No,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Yes,No,"One Year",Yes,"Bank Withdrawal",50.7,3088.75,0,20,0,3108.75,Stayed,Others,Others
13305-WES,Female,71,No,"West Bengal",0,21,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"One Year",Yes,"Credit Card",108.1,7181.95,0,0,458.04,7639.99,Stayed,Others,Others
13318-AND,Male,45,No,"Andhra Pradesh",11,25,"Deal 5",No,No,Yes,DSL,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,"Mailed Check",31.35,31.35,0,80,0,111.35,Churned,Attitude,"Attitude of service provider"
13319-MAD,Female,79,Yes,"Madhya Pradesh",10,8,"Deal 1",Yes,No,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,No,No,Yes,"Two Year",Yes,"Bank Withdrawal",99.4,7168.25,0,0,870.46,8038.71,Stayed,Others,Others
13323-BIH,Female,59,Yes,Bihar,5,31,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Credit Card",19.35,295.55,0,0,655.2,950.75,Stayed,Others,Others
13339-KAR,Female,33,Yes,Karnataka,15,20,"Deal 2",Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,"One Year",Yes,"Bank Withdrawal",49.7,2961.4,0,0,2613.85,5575.25,Stayed,Others,Others
13361-UTT,Female,59,No,"Uttar Pradesh",10,6,"Deal 4",Yes,No,Yes,DSL,No,No,Yes,Yes,No,No,No,No,"One Year",No,"Credit Card",55.2,864.55,0,80,24.45,969,Stayed,Others,Others
13373-TAM,Female,26,Yes,"Tamil Nadu",1,31,"Deal 1",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",Yes,"Credit Card",20.8,1521.2,0,0,1686.96,3208.16,Stayed,Others,Others
13380-JAM,Male,52,No,"Jammu & Kashmir",3,8,None,Yes,No,Yes,"Fiber Optic",No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",-1,1373.05,15.57,0,483.12,1840.6,Stayed,Others,Others
13399-HAR,Female,65,No,Haryana,11,18,None,No,No,Yes,Cable,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",44.8,2104.55,0,0,0,2104.55,Stayed,Others,Others
13429-MAH,Female,47,No,Maharashtra,0,14,"Deal 2",Yes,Yes,Yes,"Fiber Optic",Yes,No,Yes,No,Yes,No,No,Yes,"Two Year",Yes,"Credit Card",94.6,5948.7,0,0,81.28,6029.98,Stayed,Others,Others
13429-WES,Female,48,No,"West Bengal",12,11,"Deal 1",Yes,Yes,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",84.2,5986.55,0,0,2724.48,8711.03,Stayed,Others,Others
13442-TAM,Female,59,Yes,"Tamil Nadu",13,8,"Deal 2",Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",99.45,5623.7,0,30,2325.78,7979.48,Stayed,Others,Others
13443-HAR,Female,54,No,Haryana,14,2,"Deal 5",Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,"Mailed Check",20.7,137.6,0,0,211.76,349.36,Stayed,Others,Others
13455-BIH,Male,66,No,Bihar,3,25,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",20.85,467.5,0,0,687.04,1154.54,Stayed,Others,Others
13495-BIH,Male,70,Yes,Bihar,5,4,"Deal 4",Yes,No,Yes,"Fiber Optic",No,No,No,No,No,Yes,No,Yes,Month-to-Month,No,"Bank Withdrawal",78.55,1422.65,0,0,89.64,1512.29,Churned,Attitude,"Attitude of support person"
13500-BIH,Male,51,No,Bihar,9,18,None,No,No,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Credit Card",56.4,2928.5,0,0,0,2928.5,Stayed,Others,Others
13510-JAM,Male,63,Yes,"Jammu & Kashmir",0,28,None,No,No,Yes,Cable,Yes,No,No,Yes,No,No,No,Yes,"One Year",No,"Credit Card",34.05,1113.95,0,0,0,1113.95,Stayed,Others,Others
13539-ODI,Female,38,Yes,Odisha,5,24,None,Yes,No,Yes,"Fiber Optic",No,No,Yes,No,Yes,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",95.8,5655.45,0,0,1795.96,7451.41,Stayed,Others,Others
13542-UTT,Male,71,Yes,"Uttar Pradesh",11,20,None,Yes,Yes,Yes,Cable,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",100.2,6851.65,0,0,1450.44,8302.09,Churned,Competitor,"Competitor offered more data"
13561-JHA,Male,52,No,Jharkhand,6,7,None,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",45.3,45.3,0,0,34.37,79.67,Churned,Dissatisfaction,"Poor expertise of online support"
13567-AND,Male,47,Yes,"Andhra Pradesh",14,18,"Deal 4",No,No,Yes,DSL,No,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",35.2,607.3,0,50,0,657.3,Stayed,Others,Others
13572-AND,Female,35,Yes,"Andhra Pradesh",1,17,"Deal 4",Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",44.95,926.25,0,0,817.95,1744.2,Stayed,Others,Others
13579-MAD,Female,66,No,"Madhya Pradesh",12,9,None,Yes,No,Yes,DSL,No,No,No,Yes,No,Yes,Yes,Yes,"One Year",No,"Bank Withdrawal",59.3,2209.15,0,0,264.03,2473.18,Stayed,Others,Others
13621-JAM,Male,67,No,"Jammu & Kashmir",4,8,"Deal 3",Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",89.15,2277.65,0,0,236.34,2513.99,Churned,Other,"Don't know"
13623-TAM,Female,40,No,"Tamil Nadu",13,29,"Deal 1",Yes,No,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",79.6,5515.8,0,0,3260.6,8776.4,Stayed,Others,Others
13626-MAH,Male,58,No,Maharashtra,11,1,None,No,No,Yes,Cable,Yes,Yes,No,Yes,No,No,No,Yes,"One Year",No,"Credit Card",40.25,1564.05,0,0,0,1564.05,Stayed,Others,Others
13632-GUJ,Female,74,Yes,Gujarat,10,1,"Deal 1",Yes,Yes,Yes,"Fiber Optic",No,Yes,No,Yes,Yes,Yes,No,Yes,"Two Year",Yes,"Bank Withdrawal",104.45,7349.35,0,0,2753.8,10103.15,Stayed,Others,Others
13637-MAD,Male,63,Yes,"Madhya Pradesh",10,18,"Deal 2",No,No,Yes,Cable,No,No,Yes,Yes,Yes,Yes,Yes,Yes,"One Year",No,"Credit Card",54.9,3045.75,0,0,0,3045.75,Stayed,Others,Others
13642-TAM,Female,24,No,"Tamil Nadu",8,9,"Deal 5",Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,"Credit Card",20.45,162.3,0,0,281.68,443.98,Stayed,Others,Others
13643-ASS,Male,29,Yes,Assam,13,29,"Deal 4",Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",46.3,639.45,0,0,364.05,1003.5,Stayed,Others,Others
13654-BIH,Female,33,No,Bihar,10,34,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Credit Card",99,1301.7,0,0,313.82,1615.52,Churned,Price,"Lack of affordable download/upload speed"
13664-TAM,Female,44,Yes,"Tamil Nadu",5,31,"Deal 5",Yes,No,Yes,"Fiber Optic",No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",79.25,79.25,0,0,19.98,99.23,Churned,Dissatisfaction,"Service dissatisfaction"
13682-RAJ,Male,50,Yes,Rajasthan,10,34,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Mailed Check",20.2,382.2,0,0,891.29,1273.49,Stayed,Others,Others
13683-AND,Female,56,Yes,"Andhra Pradesh",12,8,None,No,No,Yes,Cable,No,Yes,Yes,Yes,No,Yes,Yes,Yes,"One Year",No,"Bank Withdrawal",51,2264.5,0,0,0,2264.5,Stayed,Others,Others
13685-PUN,Male,25,Yes,Punjab,5,21,"Deal 3",Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",100.05,3480,0,20,785.06,4285.06,Churned,Dissatisfaction,"Poor expertise of online support"
13703-TEL,Male,36,Yes,Telangana,5,20,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",75.5,438,0,0,127.38,565.38,Churned,Dissatisfaction,"Product dissatisfaction"
13715-UTT,Male,58,No,"Uttar Pradesh",13,14,"Deal 1",Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",25.35,1715.15,0,0,732.2,2447.35,Stayed,Others,Others
13717-UTT,Male,56,Yes,"Uttar Pradesh",15,26,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",68.95,351.5,0,0,93.25,444.75,Stayed,Others,Others
13745-UTT,Female,38,Yes,"Uttar Pradesh",0,29,"Deal 5",Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",68.5,68.5,0,0,30.62,99.12,Churned,Competitor,"Competitor offered more data"
13751-PUN,Male,38,No,Punjab,13,6,"Deal 4",Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Credit Card",20.05,265.45,0,0,467.52,732.97,Stayed,Others,Others
13778-MAD,Female,60,Yes,"Madhya Pradesh",3,9,"Deal 2",Yes,Yes,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Bank Withdrawal",24.55,1203.95,36.04,0,1140.48,2308.39,Stayed,Others,Others
13793-WES,Female,26,Yes,"West Bengal",10,2,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,No,Yes,Yes,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",104.15,5743.05,0,0,583.55,6326.6,Churned,Competitor,"Competitor had better devices"
13795-DEL,Female,77,No,Delhi,3,4,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",100.4,5749.8,0,0,2745.72,8495.52,Stayed,Others,Others
13796-KAR,Female,24,Yes,Karnataka,14,11,None,Yes,No,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",111.15,4507.15,0,0,1253.78,5760.93,Stayed,Others,Others
13819-TAM,Female,57,No,"Tamil Nadu",13,21,"Deal 4",Yes,No,Yes,"Fiber Optic",Yes,No,No,No,Yes,No,No,Yes,"One Year",Yes,"Credit Card",85.15,979.05,0,0,191.64,1170.69,Stayed,Others,Others
13823-KAR,Male,22,No,Karnataka,4,6,None,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,"One Year",No,"Mailed Check",61.2,2021.2,0,0,1343.3,3364.5,Stayed,Others,Others
13828-UTT,Female,49,No,"Uttar Pradesh",7,22,"Deal 4",Yes,Yes,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",25.55,507.4,0,0,737,1244.4,Stayed,Others,Others
13829-PUN,Female,34,Yes,Punjab,12,26,None,No,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",30.5,30.5,0,0,0,30.5,Churned,Attitude,"Attitude of service provider"
13912-UTT,Female,39,Yes,"Uttar Pradesh",0,34,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Credit Card",19.5,1026.35,0,0,1992.65,3019,Stayed,Others,Others
13950-KAR,Female,39,No,Karnataka,8,6,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,Yes,No,"Two Year",Yes,"Bank Withdrawal",105.15,7555,0,60,742.66,8357.66,Stayed,Others,Others
13973-WES,Female,66,Yes,"West Bengal",2,11,None,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",71.05,3444.85,0,0,230,3674.85,Churned,Dissatisfaction,"Poor expertise of online support"
